12/13 assists,12/13 games,12/13 goals,12/13 minutes,13/14 assists,13/14 games,13/14 goals,13/14 minutes,14/15 assists,14/15 games,14/15 goals,14/15 minutes,15/16 assists,15/16 games,15/16 goals,15/16 minutes,16/17 assists,16/17 games,16/17 goals,16/17 minutes,17/18 assists,17/18 games,17/18 goals,17/18 minutes,age,current club,current league,foot,height,name,nationality,position
1.0,24.0,6.0,1234.0,1.0,21.0,2.0,982.0,2.0,40.0,12.0,2102.0,0.0,34.0,10.0,2360.0,2.0,29.0,2.0,1342.0,3.0,24.0,4.0,981.0,29,SS Lazio,Serie A,left,183.0,Felipe Caicedo,Ecuador  Spain,CF
3.0,37.0,23.0,3121.0,4.0,29.0,12.0,2457.0,3.0,27.0,9.0,1661.0,2.0,32.0,6.0,1498.0,0.0,18.0,1.0,511.0,0.0,0.0,0.0,0.0,30,SS Lazio,Serie A,left,186.0,Filip Djordjevic,Serbia,CF
2.0,16.0,5.0,1139.0,4.0,27.0,5.0,1296.0,0.0,23.0,1.0,673.0,0.0,13.0,1.0,605.0,0.0,14.0,0.0,230.0,,,,,25,SS Lazio,Serie A,right,190.0,Brayan Perea,Colombia,CF
,,,,,,,,3.0,13.0,3.0,650.0,7.0,28.0,5.0,2011.0,2.0,17.0,1.0,1075.0,0.0,6.0,0.0,367.0,20,ACF Fiorentina,Serie A,right,179.0,Rafik Zekhnini,Norway  Morocco,W
,,,,,,,,0.0,9.0,2.0,380.0,3.0,29.0,8.0,2396.0,4.0,36.0,5.0,2166.0,5.0,28.0,5.0,2337.0,20,ACF Fiorentina,Serie A,right,175.0,Federico Chiesa,Italy,W
,,,,,,,,0.0,2.0,0.0,17.0,1.0,15.0,6.0,1253.0,7.0,39.0,8.0,2972.0,2.0,23.0,2.0,1015.0,21,ACF Fiorentina,Serie A,left,183.0,Gil Dias,Portugal,W
0.0,0.0,0.0,0.0,2.0,20.0,4.0,807.0,1.0,28.0,7.0,1673.0,0.0,16.0,5.0,1281.0,2.0,36.0,13.0,2736.0,4.0,30.0,8.0,2423.0,22,ACF Fiorentina,Serie A,right,179.0,Giovanni Simeone,Argentina  Spain,CF
6.0,41.0,5.0,3025.0,2.0,35.0,4.0,2625.0,3.0,42.0,15.0,3037.0,2.0,27.0,3.0,1231.0,4.0,40.0,13.0,3211.0,0.0,27.0,3.0,1675.0,26,ACF Fiorentina,Serie A,left,186.0,Diego Falcinelli,Italy,CF
6.0,38.0,13.0,3103.0,1.0,34.0,8.0,2497.0,1.0,40.0,13.0,2685.0,3.0,37.0,12.0,2995.0,2.0,33.0,12.0,2500.0,4.0,22.0,7.0,1359.0,34,ACF Fiorentina,Serie A,right,189.0,Cyril Théréau,France,CF
0.0,32.0,15.0,2473.0,3.0,19.0,6.0,1157.0,3.0,27.0,1.0,946.0,0.0,32.0,7.0,2001.0,9.0,36.0,5.0,2739.0,6.0,33.0,5.0,1758.0,22,Atalanta BC,Serie A,left,190.0,Andrea Petagna,Italy,CF
6.0,44.0,20.0,3415.0,0.0,27.0,6.0,1681.0,1.0,33.0,8.0,2795.0,2.0,32.0,6.0,1837.0,9.0,49.0,21.0,3426.0,1.0,26.0,6.0,1070.0,24,Atalanta BC,Serie A,left,193.0,Andreas Cornelius,Denmark,CF
,,,,,,,,0.0,14.0,0.0,498.0,4.0,39.0,3.0,1848.0,7.0,31.0,2.0,2251.0,3.0,21.0,2.0,1048.0,22,Torino FC,Serie A,right,175.0,Álex Berenguer,Spain,W
11.0,35.0,8.0,2610.0,4.0,33.0,6.0,2373.0,6.0,33.0,13.0,2437.0,2.0,27.0,3.0,1501.0,8.0,35.0,12.0,2532.0,8.0,30.0,11.0,2406.0,28,Torino FC,Serie A,left,174.0,Iago Falque,Spain,W
,,,,,,,,0.0,29.0,5.0,1739.0,7.0,34.0,13.0,2203.0,0.0,16.0,1.0,494.0,0.0,10.0,2.0,205.0,21,Torino FC,Serie A,left,174.0,Simone Edera,Italy,W
0.0,30.0,12.0,2637.0,4.0,25.0,10.0,1307.0,2.0,39.0,6.0,1381.0,6.0,37.0,12.0,2749.0,8.0,38.0,28.0,3297.0,3.0,24.0,8.0,2024.0,24,Torino FC,Serie A,right,181.0,Andrea Belotti,Italy,CF
1.0,25.0,1.0,1092.0,3.0,31.0,5.0,1780.0,3.0,19.0,5.0,1051.0,5.0,21.0,8.0,1411.0,5.0,34.0,5.0,2377.0,3.0,27.0,4.0,1810.0,23,Torino FC,Serie A,right,184.0,M'Baye Niang,Senegal  France,CF
1.0,31.0,13.0,2407.0,2.0,24.0,8.0,890.0,3.0,31.0,8.0,1136.0,4.0,27.0,8.0,1573.0,5.0,39.0,11.0,3244.0,5.0,24.0,9.0,1677.0,26,UC Sampdoria,Serie A,right,189.0,DuvĂĄn Zapata,Colombia,CF
,,,,4.0,13.0,2.0,303.0,3.0,38.0,7.0,2235.0,1.0,34.0,7.0,1798.0,3.0,33.0,12.0,1654.0,3.0,17.0,6.0,423.0,20,UC Sampdoria,Serie A,right,186.0,Dawid Kownacki,Poland,CF
5.0,35.0,13.0,1551.0,2.0,23.0,4.0,722.0,4.0,46.0,17.0,3468.0,3.0,34.0,8.0,2693.0,4.0,38.0,12.0,2975.0,5.0,27.0,17.0,2223.0,35,UC Sampdoria,Serie A,right,182.0,Fabio Quagliarella,Italy,CF
5.0,36.0,1.0,2582.0,6.0,42.0,10.0,3546.0,3.0,20.0,4.0,1285.0,8.0,41.0,9.0,3041.0,5.0,33.0,5.0,1952.0,2.0,24.0,0.0,778.0,27,US Sassuolo,Serie A,right,183.0,Antonino Ragusa,Italy,W
,,,,,,,,0.0,25.0,10.0,939.0,5.0,30.0,21.0,2343.0,5.0,23.0,12.0,1903.0,1.0,11.0,2.0,722.0,19,US Sassuolo,Serie A,right,176.0,Nicholas Pierini,Italy,W
6.0,39.0,11.0,2428.0,6.0,33.0,17.0,2498.0,13.0,35.0,15.0,2852.0,8.0,32.0,8.0,2451.0,11.0,25.0,10.0,2042.0,2.0,23.0,3.0,1735.0,23,US Sassuolo,Serie A,left,183.0,Domenico Berardi,Italy,W
0.0,33.0,8.0,2627.0,3.0,32.0,6.0,1840.0,7.0,49.0,6.0,3674.0,2.0,29.0,5.0,1071.0,8.0,42.0,8.0,2878.0,3.0,28.0,4.0,2127.0,24,US Sassuolo,Serie A,left,171.0,Matteo Politano,Italy,W
0.0,17.0,2.0,850.0,8.0,42.0,20.0,3348.0,2.0,28.0,9.0,1365.0,1.0,24.0,7.0,1199.0,3.0,31.0,14.0,1764.0,2.0,23.0,7.0,1001.0,24,US Sassuolo,Serie A,right,185.0,Khouma Babacar,Senegal,CF
2.0,35.0,10.0,1785.0,1.0,39.0,6.0,2090.0,7.0,26.0,9.0,1507.0,3.0,31.0,7.0,1488.0,0.0,37.0,8.0,1800.0,1.0,23.0,3.0,982.0,33,US Sassuolo,Serie A,right,183.0,Alessandro Matri,Italy,CF
2.0,21.0,1.0,1589.0,4.0,35.0,4.0,2637.0,4.0,29.0,2.0,1009.0,1.0,29.0,1.0,1491.0,4.0,35.0,4.0,2447.0,7.0,29.0,4.0,1879.0,23,Udinese Calcio,Serie A,right,180.0,Rodrigo de Paul,Argentina  Italy,W
,,,,0.0,14.0,5.0,649.0,1.0,29.0,13.0,1942.0,1.0,27.0,4.0,1482.0,1.0,18.0,1.0,1055.0,1.0,4.0,1.0,114.0,19,Udinese Calcio,Serie A,left,189.0,Svante Ingelsson,Sweden,W
,,,,,,,,3.0,30.0,5.0,1167.0,4.0,39.0,5.0,1639.0,5.0,47.0,14.0,3468.0,6.0,24.0,9.0,1741.0,25,Udinese Calcio,Serie A,left,181.0,Kevin Lasagna,Italy,CF
1.0,20.0,8.0,1334.0,1.0,28.0,6.0,1117.0,1.0,22.0,6.0,1280.0,0.0,13.0,3.0,642.0,1.0,27.0,6.0,1065.0,1.0,14.0,1.0,608.0,22,Udinese Calcio,Serie A,right,192.0,Stipe Perica,Croatia,CF
0.0,20.0,8.0,1503.0,3.0,26.0,8.0,2301.0,0.0,10.0,1.0,282.0,2.0,29.0,3.0,1696.0,8.0,43.0,15.0,3072.0,,,,,23,Udinese Calcio,Serie A,left,186.0,Rodrigo Aguirre,Uruguay,CF
2.0,18.0,5.0,960.0,2.0,24.0,2.0,1250.0,3.0,37.0,12.0,1967.0,3.0,29.0,6.0,1296.0,0.0,18.0,3.0,564.0,2.0,23.0,6.0,1514.0,33,Udinese Calcio,Serie A,right,185.0,Maxi López,Argentina  Italy,CF
1.0,10.0,0.0,444.0,2.0,39.0,10.0,2777.0,8.0,36.0,5.0,2418.0,13.0,34.0,10.0,2513.0,9.0,30.0,8.0,2564.0,1.0,14.0,1.0,493.0,23,Genoa CFC,Serie A,left,174.0,Iuri Medeiros,Portugal,W
2.0,17.0,1.0,865.0,3.0,31.0,13.0,2271.0,9.0,41.0,24.0,3444.0,12.0,46.0,30.0,4044.0,4.0,29.0,8.0,1362.0,0.0,20.0,2.0,786.0,28,Genoa CFC,Serie A,left,178.0,Gianluca Lapadula,Italy  Peru,CF
0.0,1.0,0.0,26.0,5.0,24.0,17.0,1686.0,,,,,5.0,33.0,8.0,1872.0,1.0,30.0,6.0,1316.0,0.0,2.0,0.0,33.0,31,Genoa CFC,Serie A,left,173.0,Giuseppe Rossi,Italy  United States,CF
0.0,25.0,14.0,1916.0,4.0,43.0,16.0,2989.0,2.0,30.0,7.0,1466.0,5.0,40.0,13.0,2245.0,10.0,37.0,13.0,3095.0,2.0,18.0,3.0,1054.0,29,Genoa CFC,Serie A,right,190.0,Andrej Galabinov,Bulgaria,CF
,,,,,,,,,,,,,,,,0.0,5.0,1.0,179.0,1.0,21.0,4.0,1541.0,16,Genoa CFC,Serie A,right,188.0,Eddy Salcedo,Italy  Colombia,CF
8.0,34.0,6.0,2555.0,6.0,26.0,8.0,2121.0,6.0,37.0,7.0,2985.0,9.0,44.0,8.0,3675.0,8.0,38.0,2.0,2878.0,1.0,9.0,0.0,376.0,25,Bologna FC 1909,Serie A,left,178.0,Ladislav Krejcí,Czech Republic,W
4.0,26.0,0.0,1494.0,7.0,42.0,6.0,2584.0,3.0,28.0,3.0,1564.0,1.0,21.0,4.0,874.0,5.0,29.0,6.0,2214.0,7.0,25.0,6.0,1971.0,25,Bologna FC 1909,Serie A,both,174.0,Simone Verdi,Italy,W
,,,,,,,,,,,,10.0,35.0,22.0,3036.0,6.0,42.0,8.0,2893.0,2.0,13.0,0.0,336.0,21,Bologna FC 1909,Serie A,left,183.0,Riccardo Orsolini,Italy,W
0.0,31.0,4.0,2553.0,0.0,14.0,0.0,802.0,4.0,29.0,5.0,1496.0,5.0,38.0,8.0,2877.0,4.0,27.0,5.0,1306.0,2.0,20.0,1.0,1456.0,23,Bologna FC 1909,Serie A,right,171.0,Federico Di Francesco,Italy,W
3.0,26.0,11.0,1537.0,2.0,24.0,15.0,1515.0,0.0,34.0,8.0,1892.0,2.0,27.0,8.0,2135.0,2.0,33.0,11.0,2728.0,4.0,24.0,6.0,1504.0,26,Bologna FC 1909,Serie A,right,182.0,Mattia Destro,Italy,CF
3.0,29.0,11.0,2245.0,3.0,25.0,2.0,832.0,5.0,39.0,13.0,3198.0,4.0,37.0,6.0,2129.0,3.0,40.0,12.0,2771.0,0.0,8.0,2.0,425.0,24,Bologna FC 1909,Serie A,left,196.0,Felipe Avenatti,Uruguay  Spain,CF
8.0,39.0,22.0,2889.0,7.0,39.0,19.0,3270.0,9.0,41.0,12.0,3104.0,4.0,30.0,3.0,1524.0,3.0,20.0,2.0,767.0,2.0,19.0,4.0,1423.0,36,Bologna FC 1909,Serie A,right,176.0,Rodrigo Palacio,Argentina  Spain,CF
3.0,35.0,11.0,2026.0,6.0,42.0,25.0,3392.0,4.0,22.0,7.0,835.0,3.0,26.0,15.0,2036.0,0.0,20.0,4.0,961.0,1.0,23.0,7.0,1842.0,29,Cagliari Calcio,Serie A,right,188.0,Leonardo Pavoletti,Italy,CF
4.0,30.0,12.0,1963.0,2.0,31.0,6.0,2134.0,4.0,30.0,9.0,1912.0,7.0,31.0,11.0,2206.0,4.0,35.0,8.0,2431.0,0.0,20.0,2.0,814.0,30,Cagliari Calcio,Serie A,right,169.0,Marco Sau,Italy,CF
,,,,,,,,,,,,,,,,0.0,8.0,2.0,303.0,4.0,22.0,7.0,1410.0,19,Cagliari Calcio,Serie A,both,178.0,Kwang-Song Han,"Korea, North",CF
3.0,21.0,5.0,1298.0,2.0,33.0,13.0,2697.0,2.0,29.0,7.0,1467.0,8.0,33.0,9.0,1893.0,0.0,22.0,1.0,810.0,0.0,8.0,0.0,272.0,26,Cagliari Calcio,Serie A,right,181.0,Niccolò Giannetti,Italy,CF
,,,,,,,,,,,,,,,,0.0,5.0,1.0,188.0,0.0,2.0,0.0,156.0,20,Cagliari Calcio,Serie A,right,188.0,Damir Ceter,Colombia,CF
4.0,25.0,3.0,1273.0,4.0,32.0,5.0,1967.0,1.0,11.0,0.0,477.0,1.0,28.0,7.0,2185.0,0.0,19.0,2.0,386.0,1.0,9.0,1.0,304.0,32,Chievo Verona,Serie A,right,167.0,Emanuele Giaccherini,Italy,W
,,,,,,,,,,,,0.0,22.0,15.0,1620.0,2.0,23.0,6.0,1640.0,2.0,17.0,5.0,1446.0,17,Chievo Verona,Serie A,right,175.0,Emanuel Vignato,Italy  Brazil,W
0.0,32.0,13.0,2653.0,2.0,22.0,2.0,654.0,2.0,27.0,6.0,1004.0,3.0,26.0,3.0,1377.0,4.0,37.0,12.0,2220.0,2.0,25.0,9.0,2005.0,26,Chievo Verona,Serie A,right,186.0,Roberto Inglese,Italy,CF
4.0,26.0,5.0,1280.0,3.0,22.0,6.0,1263.0,4.0,27.0,2.0,919.0,3.0,36.0,15.0,2790.0,4.0,31.0,10.0,1879.0,0.0,14.0,1.0,351.0,22,Chievo Verona,Serie A,right,183.0,Mariusz Stepinski,Poland,CF
0.0,25.0,6.0,1384.0,0.0,23.0,1.0,844.0,1.0,28.0,7.0,1147.0,0.0,20.0,5.0,1069.0,2.0,31.0,10.0,1738.0,1.0,18.0,2.0,626.0,38,Chievo Verona,Serie A,right,175.0,Sergio Pellissier,Italy,CF
0.0,20.0,7.0,1287.0,3.0,37.0,15.0,2658.0,3.0,38.0,9.0,2691.0,1.0,32.0,10.0,2461.0,0.0,14.0,0.0,499.0,1.0,27.0,6.0,1596.0,28,SPAL 2013,Serie A,right,183.0,Alberto Paloschi,Italy,CF
,,,,0.0,25.0,13.0,1531.0,0.0,19.0,14.0,1263.0,0.0,24.0,1.0,693.0,2.0,26.0,2.0,1450.0,0.0,9.0,0.0,166.0,20,SPAL 2013,Serie A,left,182.0,Federico Bonazzoli,Italy,CF
3.0,34.0,6.0,2505.0,2.0,41.0,19.0,3673.0,3.0,38.0,10.0,2485.0,6.0,43.0,9.0,2564.0,7.0,39.0,20.0,3263.0,5.0,23.0,8.0,1745.0,33,SPAL 2013,Serie A,right,180.0,Mirco Antenucci,Italy,CF
1.0,28.0,12.0,2333.0,1.0,12.0,1.0,589.0,2.0,9.0,0.0,333.0,4.0,29.0,9.0,1727.0,1.0,37.0,20.0,2685.0,0.0,16.0,1.0,857.0,35,SPAL 2013,Serie A,left,186.0,Marco Borriello,Italy,CF
7.0,36.0,10.0,2057.0,1.0,36.0,5.0,1738.0,0.0,29.0,2.0,1096.0,1.0,25.0,6.0,1552.0,0.0,21.0,7.0,1390.0,1.0,16.0,3.0,903.0,36,SPAL 2013,Serie A,right,180.0,Sergio Floccari,Italy  San Marino,CF
,,,,,,,,,,,,0.0,3.0,1.0,193.0,2.0,7.0,1.0,417.0,0.0,10.0,0.0,291.0,20,Hellas Verona,Serie A,right,173.0,Seung-Woo Lee,"Korea, South",W
0.0,13.0,2.0,787.0,1.0,13.0,3.0,913.0,1.0,7.0,2.0,278.0,1.0,11.0,1.0,465.0,0.0,5.0,0.0,100.0,1.0,13.0,2.0,677.0,22,Hellas Verona,Serie A,left,177.0,Rolando Aarons,England  Jamaica,W
0.0,7.0,1.0,145.0,0.0,15.0,2.0,408.0,4.0,33.0,14.0,2210.0,1.0,16.0,3.0,516.0,5.0,33.0,8.0,1953.0,3.0,27.0,4.0,1843.0,21,Hellas Verona,Serie A,left,168.0,Daniele Verde,Italy,W
12.0,35.0,8.0,2740.0,11.0,38.0,13.0,3042.0,7.0,27.0,2.0,1085.0,2.0,26.0,4.0,1384.0,0.0,2.0,0.0,43.0,4.0,15.0,2.0,994.0,30,Hellas Verona,Serie A,left,180.0,Alessio Cerci,Italy,W
,,,,0.0,3.0,0.0,177.0,0.0,34.0,6.0,2609.0,0.0,16.0,0.0,691.0,3.0,33.0,5.0,2025.0,0.0,4.0,1.0,390.0,21,Hellas Verona,Serie A,right,180.0,Enrico Bearzotti,Italy,W
,,,,,,,,0.0,11.0,5.0,379.0,0.0,30.0,25.0,1940.0,5.0,24.0,14.0,1480.0,0.0,20.0,4.0,1221.0,18,Hellas Verona,Serie A,right,183.0,Moise Kean,Italy  Cote d'Ivoire,CF
0.0,12.0,3.0,970.0,0.0,12.0,3.0,899.0,1.0,27.0,5.0,1101.0,8.0,34.0,8.0,2088.0,0.0,29.0,3.0,1652.0,2.0,17.0,0.0,865.0,23,Hellas Verona,Serie A,right,193.0,Bruno Petkovic,Croatia,CF
10.0,34.0,3.0,2310.0,5.0,44.0,3.0,3213.0,1.0,27.0,0.0,1019.0,3.0,25.0,3.0,1336.0,1.0,27.0,1.0,1006.0,1.0,16.0,1.0,1123.0,27,Benevento Calcio,Serie A,right,173.0,Marco D'Alessandro,Italy,W
7.0,27.0,4.0,2072.0,0.0,2.0,0.0,164.0,2.0,30.0,1.0,2157.0,11.0,55.0,8.0,3830.0,8.0,41.0,7.0,2955.0,2.0,28.0,6.0,2065.0,26,Benevento Calcio,Serie A,left,174.0,Guilherme,Brazil,W
0.0,20.0,6.0,988.0,1.0,14.0,0.0,589.0,5.0,33.0,5.0,1586.0,1.0,19.0,4.0,1089.0,1.0,20.0,1.0,698.0,0.0,14.0,0.0,502.0,21,Benevento Calcio,Serie A,right,180.0,Vittorio Parigini,Italy,W
0.0,21.0,8.0,1421.0,2.0,29.0,14.0,2374.0,1.0,13.0,0.0,336.0,2.0,26.0,4.0,1387.0,0.0,19.0,1.0,485.0,1.0,15.0,0.0,973.0,22,Benevento Calcio,Serie A,right,180.0,Cristiano Lombardi,Italy,W
1.0,30.0,5.0,1462.0,2.0,18.0,2.0,840.0,3.0,35.0,16.0,3040.0,6.0,42.0,37.0,3518.0,0.0,20.0,6.0,692.0,1.0,8.0,1.0,503.0,26,Benevento Calcio,Serie A,right,180.0,Pietro Iemmello,Italy,CF
0.0,32.0,10.0,2371.0,6.0,36.0,18.0,3106.0,4.0,18.0,2.0,861.0,2.0,43.0,17.0,3182.0,8.0,42.0,16.0,3752.0,2.0,20.0,3.0,1283.0,29,Benevento Calcio,Serie A,right,184.0,Massimo Coda,Italy,CF
3.0,35.0,18.0,2189.0,1.0,28.0,12.0,1903.0,2.0,17.0,9.0,1218.0,5.0,28.0,13.0,1880.0,2.0,30.0,14.0,1742.0,0.0,3.0,1.0,34.0,29,Benevento Calcio,Serie A,right,194.0,Cheick Diabaté,Mali,CF
1.0,21.0,3.0,840.0,2.0,15.0,0.0,521.0,4.0,27.0,1.0,1673.0,6.0,34.0,5.0,1920.0,3.0,28.0,3.0,1615.0,3.0,25.0,2.0,1686.0,27,FC Crotone,Serie A,both,178.0,Adrian Stoian,Romania,W
0.0,23.0,3.0,1476.0,0.0,13.0,4.0,790.0,1.0,22.0,1.0,809.0,8.0,38.0,11.0,2947.0,0.0,31.0,2.0,1389.0,2.0,13.0,1.0,828.0,23,FC Crotone,Serie A,left,175.0,Federico Ricci,Italy,W
,,,,0.0,1.0,0.0,76.0,11.0,27.0,3.0,2027.0,1.0,11.0,0.0,677.0,2.0,18.0,2.0,814.0,2.0,17.0,0.0,1262.0,27,FC Crotone,Serie A,right,180.0,Andrea Nalini,Italy,W
,,,,,,,,,,,,,,,,1.0,7.0,3.0,508.0,5.0,7.0,2.0,614.0,18,FC Crotone,Serie A,left,170.0,Moussa Diaby,France,W
6.0,36.0,12.0,2338.0,3.0,41.0,14.0,2547.0,4.0,32.0,12.0,2274.0,5.0,29.0,11.0,1811.0,5.0,31.0,3.0,1907.0,3.0,24.0,5.0,1536.0,25,FC Crotone,Serie A,left,188.0,Marcello Trotta,Italy,CF
7.0,31.0,10.0,2708.0,5.0,27.0,14.0,1848.0,4.0,25.0,7.0,1513.0,4.0,41.0,17.0,3322.0,0.0,14.0,1.0,479.0,0.0,24.0,7.0,1752.0,26,FC Crotone,Serie A,left,190.0,Ante Budimir,Croatia,CF
,,,,,,,,0.0,6.0,5.0,357.0,2.0,30.0,12.0,1779.0,4.0,32.0,30.0,2740.0,0.0,5.0,1.0,130.0,19,FC Crotone,Serie A,left,180.0,Marco Tumminello,Italy,CF
0.0,37.0,13.0,2432.0,0.0,21.0,0.0,813.0,3.0,36.0,11.0,2613.0,5.0,46.0,20.0,3427.0,0.0,22.0,4.0,606.0,1.0,14.0,1.0,403.0,25,FC Crotone,Serie A,right,198.0,Simy,Nigeria,CF
,,,,,,,,,,,,2.0,19.0,6.0,857.0,9.0,41.0,24.0,3640.0,0.0,28.0,10.0,1994.0,20,RSC Anderlecht,Jupiler Pro League,both,175.0,Henry Onyekuru,Nigeria,W
,,,,,,,,,,,,0.0,2.0,0.0,28.0,0.0,2.0,0.0,44.0,0.0,13.0,2.0,751.0,18,RSC Anderlecht,Jupiler Pro League,both,170.0,Francis Amuzu,Belgium  Ghana,W
10.0,31.0,7.0,2247.0,5.0,49.0,7.0,2863.0,1.0,34.0,3.0,1880.0,3.0,21.0,2.0,1196.0,0.0,28.0,4.0,1741.0,1.0,2.0,0.0,83.0,24,RSC Anderlecht,Jupiler Pro League,right,175.0,Lazar Markovic,Serbia,W
10.0,42.0,8.0,3342.0,6.0,29.0,7.0,2106.0,18.0,45.0,8.0,3602.0,3.0,39.0,9.0,3256.0,13.0,48.0,6.0,3676.0,1.0,20.0,0.0,1254.0,28,RSC Anderlecht,Jupiler Pro League,right,176.0,Alexandru Chipciu,Romania,W
9.0,44.0,8.0,2822.0,9.0,42.0,16.0,3000.0,8.0,39.0,8.0,1959.0,3.0,27.0,2.0,1475.0,5.0,40.0,6.0,1696.0,3.0,20.0,2.0,829.0,24,RSC Anderlecht,Jupiler Pro League,right,178.0,Massimo Bruno,Belgium  Italy,W
11.0,28.0,6.0,1833.0,9.0,38.0,24.0,2829.0,2.0,30.0,13.0,1302.0,0.0,18.0,6.0,637.0,5.0,53.0,30.0,3953.0,4.0,31.0,10.0,2200.0,26,RSC Anderlecht,Jupiler Pro League,right,185.0,Lukasz Teodorczyk,Poland,CF
0.0,1.0,0.0,68.0,0.0,3.0,1.0,268.0,0.0,4.0,0.0,232.0,1.0,18.0,5.0,1210.0,2.0,26.0,9.0,2201.0,1.0,19.0,3.0,864.0,21,RSC Anderlecht,Jupiler Pro League,both,191.0,Silvere Ganvoula,Congo,CF
10.0,36.0,12.0,2480.0,14.0,37.0,5.0,2202.0,18.0,48.0,19.0,3670.0,5.0,21.0,7.0,1291.0,3.0,24.0,2.0,1250.0,3.0,15.0,0.0,490.0,31,Club Brugge KV,Jupiler Pro League,both,175.0,Lior Refaelov,Israel  Belgium,W
,,,,,,,,0.0,4.0,1.0,360.0,,,,,3.0,8.0,0.0,498.0,0.0,4.0,0.0,238.0,20,Club Brugge KV,Jupiler Pro League,right,178.0,Thibault Vlietinck,Belgium,W
,,,,,,,,,,,,,,,,1.0,26.0,6.0,1800.0,4.0,31.0,12.0,1462.0,20,Club Brugge KV,Jupiler Pro League,right,174.0,Emmanuel Dennis,Nigeria,CF
,,,,,,,,,,,,5.0,28.0,10.0,1877.0,2.0,32.0,6.0,1297.0,2.0,34.0,9.0,2103.0,21,Club Brugge KV,Jupiler Pro League,right,191.0,Wesley,Brazil,CF
2.0,28.0,7.0,2106.0,2.0,20.0,4.0,1157.0,6.0,25.0,12.0,1889.0,9.0,47.0,20.0,3114.0,3.0,20.0,0.0,927.0,6.0,34.0,12.0,1999.0,26,Club Brugge KV,Jupiler Pro League,left,173.0,Abdoulay Diaby,Mali  France,CF
7.0,49.0,25.0,3976.0,9.0,53.0,19.0,4515.0,3.0,42.0,9.0,2324.0,3.0,46.0,16.0,2544.0,8.0,45.0,18.0,3096.0,3.0,30.0,7.0,1287.0,28,Club Brugge KV,Jupiler Pro League,right,180.0,Jelle Vossen,Belgium,CF
,,,,,,,,,,,,,,,,8.0,27.0,8.0,1744.0,0.0,0.0,0.0,0.0,19,Club Brugge KV,Jupiler Pro League,right,173.0,Krépin Diatta,Senegal,CF
0.0,13.0,7.0,896.0,0.0,20.0,4.0,1353.0,1.0,41.0,17.0,3376.0,7.0,31.0,9.0,2130.0,6.0,52.0,9.0,2800.0,2.0,7.0,3.0,411.0,23,KRC Genk,Jupiler Pro League,right,172.0,Leandro Trossard,Belgium,W
,,,,,,,,0.0,4.0,0.0,131.0,,,,,0.0,2.0,0.0,11.0,,,,,20,KRC Genk,Jupiler Pro League,,,Holly Tshimanga,Belgium  DR Congo,W
0.0,11.0,2.0,760.0,4.0,7.0,1.0,285.0,5.0,35.0,5.0,2507.0,2.0,41.0,7.0,3255.0,3.0,18.0,0.0,718.0,1.0,23.0,2.0,1195.0,26,KRC Genk,Jupiler Pro League,right,170.0,Dieumerci Ndongala,DR Congo  Belgium,W
,,,,,,,,,,,,,,,,,,,,2.0,14.0,1.0,708.0,18,KRC Genk,Jupiler Pro League,left,174.0,Edon Zhegrova,Kosovo  Albania,W
,,,,,,,,,,,,,,,,0.0,2.0,0.0,26.0,0.0,6.0,1.0,191.0,19,KRC Genk,Jupiler Pro League,right,175.0,Dante Vanzeir,Belgium,W
17.0,55.0,7.0,4621.0,9.0,46.0,7.0,3567.0,6.0,35.0,6.0,2966.0,10.0,44.0,10.0,3527.0,8.0,50.0,7.0,3276.0,3.0,31.0,4.0,1980.0,37,KRC Genk,Jupiler Pro League,both,175.0,Thomas Buffel,Belgium,W
0.0,0.0,0.0,0.0,0.0,5.0,1.0,247.0,0.0,14.0,2.0,547.0,2.0,24.0,5.0,1295.0,4.0,36.0,23.0,3184.0,0.0,27.0,7.0,1734.0,22,KRC Genk,Jupiler Pro League,left,187.0,Marcus Ingvartsen,Denmark,CF
1.0,4.0,2.0,360.0,2.0,10.0,3.0,811.0,2.0,13.0,8.0,1050.0,3.0,20.0,5.0,1085.0,6.0,59.0,21.0,4115.0,3.0,23.0,4.0,1413.0,25,KRC Genk,Jupiler Pro League,both,180.0,Mbwana Samatta,Tanzania,CF
,,,,3.0,14.0,7.0,1137.0,11.0,44.0,17.0,3498.0,4.0,41.0,3.0,2339.0,7.0,42.0,5.0,2843.0,2.0,24.0,5.0,1938.0,22,KAA Gent,Jupiler Pro League,both,168.0,Moses Simon,Nigeria,W
,,,,,,,,,,,,0.0,2.0,0.0,18.0,0.0,32.0,5.0,2313.0,0.0,0.0,0.0,0.0,19,KAA Gent II,Jupiler Pro League,right,175.0,Aboubakary Koita,Belgium  Senegal,W
,,,,,,,,,,,,2.0,17.0,4.0,1153.0,14.0,46.0,7.0,3652.0,8.0,28.0,6.0,1882.0,20,KAA Gent,Jupiler Pro League,right,176.0,Samuel Kalu,Nigeria,W
0.0,16.0,7.0,631.0,5.0,38.0,9.0,1344.0,3.0,39.0,7.0,1952.0,5.0,36.0,11.0,2579.0,4.0,42.0,23.0,3192.0,2.0,35.0,7.0,2374.0,24,KAA Gent,Jupiler Pro League,right,178.0,Yuya Kubo,Japan,CF
