12/13 assists,12/13 games,12/13 goals,12/13 minutes,13/14 assists,13/14 games,13/14 goals,13/14 minutes,14/15 assists,14/15 games,14/15 goals,14/15 minutes,15/16 assists,15/16 games,15/16 goals,15/16 minutes,16/17 assists,16/17 games,16/17 goals,16/17 minutes,17/18 assists,17/18 games,17/18 goals,17/18 minutes,age,current club,current league,foot,height,name,nationality,position
0.0,1.0,0.0,23.0,0.0,33.0,6.0,2327.0,2.0,41.0,12.0,2760.0,0.0,17.0,1.0,388.0,11.0,39.0,13.0,3235.0,4.0,30.0,2.0,1672.0,23,KAA Gent,Jupiler Pro League,right,184.0,Mamadou Sylla,Senegal  Spain,CF
,,,,1.0,19.0,3.0,909.0,1.0,23.0,4.0,1920.0,0.0,1.0,0.0,45.0,2.0,27.0,6.0,1580.0,2.0,25.0,9.0,1491.0,22,KAA Gent,Jupiler Pro League,right,191.0,Roman Yaremchuk,Ukraine,CF
1.0,27.0,4.0,1257.0,0.0,17.0,1.0,588.0,,,,,2.0,37.0,24.0,3101.0,4.0,40.0,17.0,3293.0,5.0,27.0,20.0,1787.0,25,KAA Gent,Jupiler Pro League,right,192.0,Rangelo Janga,Curacao  Netherlands,CF
0.0,29.0,2.0,1378.0,1.0,21.0,1.0,814.0,0.0,24.0,2.0,1523.0,6.0,35.0,9.0,2881.0,6.0,39.0,7.0,2728.0,2.0,26.0,4.0,1876.0,23,Standard Liège,Jupiler Pro League,right,180.0,Edmílson Junior,Brazil  Belgium,W
8.0,31.0,9.0,2228.0,9.0,49.0,12.0,3442.0,8.0,43.0,10.0,3348.0,0.0,20.0,0.0,753.0,4.0,36.0,4.0,2031.0,6.0,32.0,5.0,2529.0,25,Standard Liège,Jupiler Pro League,right,174.0,Paul-José Mpoku,DR Congo  Belgium,W
,,,,,,,,,,,,,,,,,,,,1.0,14.0,1.0,134.0,19,Standard Liège,Jupiler Pro League,,,Moussa Djenepo,Mali,W
7.0,36.0,2.0,1853.0,3.0,33.0,3.0,1954.0,2.0,23.0,3.0,1772.0,7.0,29.0,3.0,1342.0,1.0,24.0,5.0,1774.0,4.0,23.0,3.0,1553.0,28,Standard Liège,Jupiler Pro League,left,179.0,Mehdi Carcela-González,Morocco  Belgium,W
4.0,31.0,11.0,2062.0,8.0,50.0,32.0,3610.0,4.0,43.0,19.0,2631.0,3.0,32.0,7.0,2064.0,3.0,31.0,9.0,2281.0,2.0,22.0,4.0,1106.0,28,Standard Liège,Jupiler Pro League,right,186.0,Duje Cop,Croatia,CF
,,,,0.0,16.0,3.0,533.0,1.0,34.0,14.0,2553.0,1.0,31.0,4.0,1426.0,1.0,16.0,3.0,557.0,3.0,23.0,9.0,1135.0,26,Standard Liège,Jupiler Pro League,right,186.0,Renaud Emond,Belgium,CF
,,,,,,,,,,,,,,,,,,,,2.0,27.0,12.0,2136.0,19,KV Mechelen,Jupiler Pro League,right,178.0,Hassane Bandé,Burkina Faso,W
7.0,35.0,6.0,2666.0,2.0,27.0,5.0,2118.0,6.0,40.0,8.0,3066.0,9.0,29.0,1.0,1512.0,8.0,33.0,1.0,2005.0,2.0,19.0,3.0,1289.0,32,KV Mechelen,Jupiler Pro League,left,185.0,Clément Tainmont,France,W
,,,,1.0,11.0,4.0,925.0,10.0,17.0,1.0,793.0,0.0,17.0,0.0,651.0,,,,,0.0,13.0,0.0,481.0,21,KV Mechelen,Jupiler Pro League,left,174.0,Andy Kawaya,Belgium  DR Congo,W
,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,11.0,18,KV Mechelen,Jupiler Pro League,,,Abou Ouattara,Burkina Faso,W
6.0,37.0,6.0,2283.0,8.0,48.0,13.0,2953.0,8.0,27.0,13.0,2351.0,3.0,28.0,8.0,2339.0,5.0,33.0,10.0,2024.0,2.0,22.0,2.0,1159.0,29,KV Mechelen,Jupiler Pro League,right,188.0,Fatos Beqiraj,Montenegro  Kosovo,CF
1.0,25.0,5.0,1215.0,0.0,35.0,10.0,2376.0,3.0,33.0,3.0,1355.0,5.0,35.0,10.0,2592.0,3.0,37.0,9.0,2532.0,1.0,24.0,2.0,1019.0,31,KV Mechelen,Jupiler Pro League,left,187.0,Nicolas Verdier,France,CF
2.0,27.0,13.0,2009.0,3.0,32.0,6.0,1851.0,1.0,10.0,4.0,423.0,0.0,13.0,1.0,323.0,1.0,15.0,1.0,218.0,0.0,27.0,5.0,1238.0,30,KV Mechelen,Jupiler Pro League,right,188.0,Nicklas Pedersen,Denmark,CF
1.0,17.0,1.0,964.0,2.0,29.0,15.0,2109.0,1.0,15.0,5.0,1082.0,6.0,36.0,13.0,2583.0,5.0,33.0,13.0,2677.0,6.0,24.0,8.0,2058.0,27,KV Oostende,Jupiler Pro League,both,177.0,Knowledge Musona,Zimbabwe,W
3.0,38.0,5.0,2420.0,8.0,53.0,3.0,3856.0,6.0,45.0,4.0,2929.0,2.0,10.0,0.0,485.0,0.0,17.0,1.0,878.0,0.0,11.0,1.0,178.0,26,KV Oostende,Jupiler Pro League,left,177.0,Ibrahima Conté,Guinea  Belgium,W
,,,,0.0,12.0,1.0,705.0,0.0,3.0,0.0,76.0,0.0,31.0,12.0,2529.0,7.0,31.0,13.0,2496.0,0.0,1.0,0.0,8.0,24,KV Oostende,Jupiler Pro League,right,178.0,Nicolas Rajsel,Slovenia  France,W
0.0,26.0,3.0,1427.0,0.0,43.0,14.0,2344.0,2.0,35.0,20.0,2279.0,3.0,33.0,10.0,2233.0,4.0,40.0,15.0,2539.0,2.0,24.0,4.0,1265.0,21,KV Oostende,Jupiler Pro League,right,187.0,Richairo Zivkovic,Netherlands  Serbia,CF
0.0,2.0,1.0,170.0,0.0,19.0,7.0,1452.0,0.0,18.0,5.0,687.0,1.0,36.0,10.0,3013.0,5.0,37.0,12.0,3082.0,3.0,29.0,13.0,2011.0,24,KV Oostende,Jupiler Pro League,right,198.0,Zinho Gano,Belgium  Guinea-Bissau,CF
3.0,26.0,1.0,620.0,0.0,14.0,6.0,1002.0,5.0,33.0,5.0,2141.0,1.0,36.0,7.0,1978.0,2.0,21.0,4.0,555.0,2.0,31.0,6.0,1357.0,31,KV Oostende,Jupiler Pro League,right,184.0,Joseph Akpala,Nigeria  Belgium,CF
,,,,3.0,24.0,2.0,1224.0,2.0,28.0,4.0,1080.0,2.0,26.0,2.0,1308.0,6.0,42.0,2.0,2898.0,3.0,10.0,2.0,390.0,22,SV Zulte Waregem,Jupiler Pro League,left,177.0,Theo Bongonda,Belgium,W
6.0,32.0,5.0,2001.0,9.0,46.0,8.0,3394.0,6.0,47.0,8.0,3634.0,0.0,15.0,0.0,537.0,2.0,35.0,6.0,1270.0,4.0,33.0,7.0,2192.0,28,SV Zulte Waregem,Jupiler Pro League,right,180.0,Nill De Pauw,Belgium  DR Congo,W
12.0,36.0,2.0,3166.0,11.0,35.0,2.0,2973.0,2.0,28.0,4.0,1932.0,3.0,25.0,1.0,1473.0,4.0,31.0,4.0,2310.0,1.0,12.0,0.0,452.0,31,SV Zulte Waregem,Jupiler Pro League,both,169.0,Alessandro Cordaro,Belgium  Italy,W
,,,,0.0,12.0,8.0,1019.0,2.0,23.0,9.0,909.0,0.0,5.0,0.0,111.0,2.0,9.0,0.0,332.0,1.0,31.0,9.0,1906.0,20,SV Zulte Waregem,Jupiler Pro League,right,182.0,Aaron Leya Iseka,Belgium  DR Congo,CF
0.0,14.0,0.0,593.0,,,,,0.0,17.0,9.0,1346.0,7.0,27.0,10.0,2245.0,3.0,32.0,7.0,2248.0,9.0,29.0,8.0,2448.0,22,SV Zulte Waregem,Jupiler Pro League,both,188.0,Peter Olayinka,Nigeria,CF
,,,,0.0,1.0,0.0,13.0,2.0,16.0,5.0,776.0,0.0,44.0,11.0,2133.0,0.0,21.0,3.0,936.0,2.0,29.0,6.0,999.0,20,SV Zulte Waregem,Jupiler Pro League,right,192.0,Ivan Saponjic,Serbia,CF
13.0,42.0,15.0,3655.0,1.0,43.0,24.0,3130.0,0.0,26.0,22.0,2308.0,0.0,20.0,12.0,1744.0,1.0,25.0,6.0,1470.0,1.0,21.0,9.0,1286.0,33,SV Zulte Waregem,Jupiler Pro League,right,186.0,Hamdi Harbaoui,Tunisia  Belgium,CF
0.0,0.0,0.0,0.0,3.0,38.0,2.0,1914.0,4.0,27.0,12.0,2050.0,6.0,34.0,5.0,2549.0,3.0,29.0,1.0,1805.0,2.0,20.0,3.0,1307.0,22,Royal Antwerp FC,Jupiler Pro League,right,180.0,Ivo Rodrigues,Portugal,W
7.0,36.0,8.0,3177.0,4.0,26.0,0.0,1668.0,11.0,26.0,9.0,2182.0,14.0,36.0,8.0,3080.0,2.0,12.0,6.0,857.0,0.0,7.0,0.0,384.0,31,Royal Antwerp FC,Jupiler Pro League,right,176.0,Jonathan Pitroipa,Burkina Faso,W
,,,,,,,,1.0,24.0,2.0,1273.0,5.0,29.0,0.0,1370.0,0.0,13.0,1.0,950.0,0.0,2.0,0.0,47.0,23,Royal Antwerp FC,Jupiler Pro League,right,178.0,Romain Habran,France,W
,,,,0.0,1.0,0.0,90.0,0.0,19.0,3.0,791.0,3.0,30.0,5.0,2300.0,4.0,22.0,2.0,912.0,2.0,21.0,6.0,1490.0,26,Royal Antwerp FC,Jupiler Pro League,,169.0,Stallone Limbombe,Belgium  DR Congo,W
,,,,,,,,4.0,30.0,7.0,1090.0,0.0,12.0,2.0,399.0,3.0,22.0,4.0,1007.0,1.0,16.0,3.0,973.0,22,Royal Antwerp FC,Jupiler Pro League,right,196.0,Obbi Oulare,Belgium  Guinea,CF
,,,,,,,,,,,,0.0,11.0,1.0,293.0,2.0,19.0,3.0,929.0,2.0,15.0,3.0,782.0,19,Royal Antwerp FC,Jupiler Pro League,left,183.0,Joaquín Ardaiz,Uruguay,CF
2.0,34.0,13.0,2469.0,,,,,0.0,35.0,12.0,3150.0,0.0,22.0,6.0,1593.0,1.0,21.0,8.0,1666.0,3.0,25.0,8.0,1714.0,28,Royal Antwerp FC,Jupiler Pro League,right,188.0,William Owusu Acheampong,Ghana  Portugal,CF
0.0,31.0,14.0,2155.0,0.0,22.0,4.0,1583.0,2.0,22.0,3.0,1039.0,2.0,26.0,4.0,1593.0,1.0,19.0,5.0,1056.0,0.0,0.0,0.0,0.0,32,Royal Antwerp FC,Jupiler Pro League,right,183.0,Björn Vleminckx,Belgium,CF
,,,,,,,,1.0,19.0,6.0,1471.0,0.0,14.0,5.0,1088.0,0.0,1.0,0.0,90.0,0.0,2.0,0.0,65.0,24,Royal Antwerp FC,Jupiler Pro League,right,183.0,Kafoumba Touré,Mali  Cote d'Ivoire,CF
,,,,0.0,6.0,3.0,341.0,0.0,7.0,3.0,601.0,1.0,7.0,9.0,654.0,0.0,1.0,1.0,31.0,0.0,2.0,0.0,59.0,22,Royal Antwerp FC,Jupiler Pro League,right,182.0,Roberto Núñez,Spain,CF
1.0,33.0,1.0,2876.0,2.0,25.0,6.0,1734.0,4.0,26.0,6.0,1786.0,3.0,37.0,8.0,2346.0,1.0,35.0,5.0,2239.0,3.0,24.0,4.0,1854.0,29,RSC Charleroi,Jupiler Pro League,right,183.0,Amara Baby,Senegal  France,W
,,,,0.0,28.0,5.0,2060.0,0.0,31.0,9.0,2307.0,5.0,31.0,11.0,2686.0,4.0,34.0,4.0,2207.0,2.0,20.0,5.0,1073.0,26,RSC Charleroi,Jupiler Pro League,right,184.0,Mamadou Fall,Senegal,W
2.0,23.0,2.0,1113.0,1.0,13.0,0.0,586.0,0.0,25.0,4.0,1315.0,1.0,31.0,6.0,2235.0,5.0,36.0,4.0,2564.0,6.0,24.0,5.0,1648.0,29,RSC Charleroi,Jupiler Pro League,right,177.0,Romain Grange,France,W
10.0,36.0,4.0,2610.0,8.0,20.0,4.0,1316.0,3.0,35.0,3.0,1503.0,8.0,30.0,3.0,2465.0,2.0,20.0,2.0,1100.0,0.0,2.0,0.0,23.0,31,RSC Charleroi,Jupiler Pro League,right,175.0,Jordan Remacle,Belgium,W
1.0,33.0,5.0,1891.0,2.0,25.0,6.0,2119.0,6.0,22.0,7.0,1685.0,6.0,34.0,8.0,2557.0,13.0,40.0,13.0,3624.0,6.0,31.0,12.0,2533.0,25,RSC Charleroi,Jupiler Pro League,right,185.0,Kaveh Rezaei,Iran,CF
,,,,,,,,0.0,9.0,1.0,135.0,1.0,11.0,4.0,664.0,3.0,38.0,6.0,1992.0,1.0,23.0,2.0,884.0,22,RSC Charleroi,Jupiler Pro League,,190.0,Chris Bedia,Cote d'Ivoire  France,CF
1.0,34.0,10.0,2409.0,3.0,35.0,13.0,2167.0,0.0,22.0,2.0,686.0,4.0,39.0,6.0,2115.0,2.0,34.0,8.0,2307.0,1.0,20.0,2.0,827.0,29,RSC Charleroi,Jupiler Pro League,left,188.0,David Pollet,Belgium  France,CF
2.0,23.0,5.0,994.0,2.0,35.0,15.0,2580.0,9.0,43.0,11.0,3257.0,1.0,18.0,2.0,1105.0,6.0,34.0,9.0,1990.0,0.0,21.0,5.0,1224.0,25,Sint-Truidense VV,Jupiler Pro League,right,173.0,Igor Vetokele,Angola  Belgium,W
7.0,22.0,11.0,1854.0,3.0,24.0,2.0,1635.0,0.0,6.0,2.0,484.0,0.0,7.0,0.0,300.0,5.0,33.0,6.0,1987.0,0.0,2.0,2.0,140.0,25,Sint-Truidense VV,Jupiler Pro League,left,173.0,Cristian Ceballos,Spain,W
0.0,6.0,0.0,434.0,2.0,23.0,2.0,1662.0,6.0,36.0,5.0,2016.0,4.0,26.0,1.0,1549.0,3.0,29.0,6.0,2046.0,0.0,6.0,0.0,171.0,22,Sint-Truidense VV,Jupiler Pro League,right,182.0,Elton Acolatse,Netherlands  Ghana,W
1.0,8.0,1.0,321.0,1.0,9.0,0.0,523.0,0.0,3.0,1.0,63.0,1.0,15.0,2.0,626.0,3.0,16.0,1.0,590.0,6.0,23.0,3.0,1384.0,30,Sint-Truidense VV,Jupiler Pro League,right,179.0,Jonathan Legear,Belgium,W
,,,,4.0,43.0,10.0,3306.0,7.0,38.0,2.0,2714.0,1.0,19.0,0.0,749.0,2.0,29.0,2.0,1091.0,2.0,28.0,2.0,1756.0,24,Sint-Truidense VV,Jupiler Pro League,right,184.0,Jordan Botaka,DR Congo  Netherlands,W
,,,,0.0,18.0,2.0,783.0,,,,,0.0,16.0,5.0,742.0,2.0,27.0,7.0,1666.0,2.0,29.0,6.0,1762.0,24,Sint-Truidense VV,Jupiler Pro League,,181.0,Yohan Boli,Cote d'Ivoire  France,CF
2.0,20.0,13.0,1670.0,4.0,29.0,11.0,2032.0,2.0,25.0,9.0,1457.0,1.0,41.0,7.0,2152.0,2.0,15.0,3.0,563.0,1.0,14.0,3.0,1000.0,22,Sint-Truidense VV,Jupiler Pro League,right,186.0,Chuba Akpom,England  Nigeria,CF
,,,,,,,,0.0,3.0,0.0,98.0,2.0,11.0,1.0,738.0,2.0,19.0,3.0,628.0,1.0,10.0,0.0,449.0,23,Sint-Truidense VV,Jupiler Pro League,right,190.0,Babacar Gueye,Senegal,CF
,,,,,,,,,,,,,,,,1.0,7.0,3.0,178.0,0.0,8.0,0.0,170.0,21,Sint-Truidense VV,Jupiler Pro League,,,Kurt Abrahams,South Africa,CF
,,,,,,,,,,,,,,,,1.0,20.0,2.0,510.0,3.0,32.0,8.0,2472.0,22,Waasland-Beveren,Jupiler Pro League,,175.0,Nana Opoku Ampomah,Ghana,W
2.0,8.0,0.0,656.0,1.0,27.0,5.0,1992.0,1.0,31.0,5.0,1981.0,4.0,25.0,5.0,1902.0,6.0,32.0,1.0,1679.0,4.0,30.0,2.0,1946.0,22,Waasland-Beveren,Jupiler Pro League,both,186.0,Aleksandar Boljevic,Montenegro,W
0.0,2.0,1.0,154.0,0.0,7.0,0.0,90.0,2.0,39.0,6.0,699.0,3.0,34.0,5.0,1061.0,6.0,27.0,6.0,1779.0,2.0,23.0,3.0,799.0,22,Waasland-Beveren,Jupiler Pro League,both,171.0,Tuur Dierckx,Belgium,W
0.0,12.0,0.0,763.0,1.0,5.0,0.0,322.0,0.0,6.0,0.0,376.0,3.0,35.0,2.0,1778.0,0.0,14.0,0.0,835.0,0.0,1.0,1.0,26.0,23,Waasland-Beveren,Jupiler Pro League,right,180.0,Floriano Vanzo,Belgium  Italy,W
,,,,,,,,0.0,29.0,11.0,2197.0,3.0,34.0,3.0,2072.0,3.0,28.0,4.0,1688.0,0.0,21.0,2.0,681.0,23,Waasland-Beveren,Jupiler Pro League,,178.0,Olivier Myny,Belgium,W
6.0,37.0,10.0,2326.0,3.0,28.0,8.0,1854.0,5.0,27.0,3.0,1947.0,0.0,12.0,1.0,672.0,3.0,31.0,4.0,1011.0,5.0,31.0,16.0,2432.0,25,Waasland-Beveren,Jupiler Pro League,right,189.0,Isaac Thelin,Sweden  DR Congo,CF
,,,,,,,,,,,,1.0,5.0,0.0,226.0,1.0,7.0,1.0,417.0,5.0,18.0,1.0,663.0,20,Waasland-Beveren,Jupiler Pro League,,183.0,Ryan Mmaee,Belgium  Morocco,CF
,,,,,,,,,,,,,,,,0.0,4.0,0.0,67.0,0.0,4.0,0.0,51.0,22,Waasland-Beveren,Jupiler Pro League,,188.0,Cherif Ndiaye,Senegal,CF
1.0,13.0,0.0,635.0,6.0,36.0,12.0,2977.0,3.0,36.0,3.0,2169.0,4.0,39.0,5.0,2928.0,6.0,34.0,4.0,2496.0,4.0,29.0,7.0,2438.0,31,KSC Lokeren,Jupiler Pro League,right,178.0,Steve De Ridder,Belgium,W
,,,,,,,,,,,,,,,,1.0,26.0,2.0,1190.0,1.0,8.0,1.0,292.0,20,KSC Lokeren,Jupiler Pro League,,,Bob Straetman,Belgium,W
,,,,,,,,2.0,12.0,0.0,868.0,5.0,26.0,4.0,1488.0,1.0,9.0,0.0,402.0,,,,,21,KSC Lokeren,Jupiler Pro League,,178.0,Mohamed Ofkir,Norway,W
3.0,38.0,4.0,2613.0,6.0,38.0,13.0,2961.0,3.0,34.0,5.0,1829.0,5.0,41.0,2.0,2068.0,5.0,27.0,3.0,2061.0,3.0,18.0,2.0,1117.0,25,KSC Lokeren,Jupiler Pro League,right,176.0,Guus Hupperts,Netherlands,W
0.0,16.0,0.0,887.0,3.0,24.0,5.0,1445.0,5.0,30.0,11.0,2055.0,5.0,34.0,5.0,2535.0,3.0,31.0,5.0,1715.0,1.0,16.0,4.0,842.0,30,KSC Lokeren,Jupiler Pro League,right,193.0,Marko Miric,Serbia,W
,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,19,KSC Lokeren,Jupiler Pro League,right,175.0,Yusuf Lawal,Nigeria,W
5.0,42.0,16.0,2780.0,4.0,37.0,13.0,2623.0,6.0,44.0,17.0,2661.0,0.0,25.0,3.0,1061.0,4.0,35.0,10.0,2310.0,4.0,28.0,2.0,1308.0,32,KSC Lokeren,Jupiler Pro League,right,192.0,Tom De Sutter,Belgium,CF
2.0,24.0,11.0,1839.0,4.0,32.0,20.0,2444.0,3.0,27.0,7.0,1311.0,2.0,28.0,7.0,1965.0,1.0,27.0,11.0,1709.0,0.0,2.0,0.0,22.0,28,KSC Lokeren,Jupiler Pro League,right,180.0,Jean Alassane Mendy,Norway,CF
,,,,0.0,16.0,0.0,616.0,1.0,33.0,12.0,2062.0,0.0,19.0,2.0,1042.0,0.0,11.0,1.0,435.0,0.0,13.0,0.0,419.0,25,KSC Lokeren,Jupiler Pro League,right,189.0,Lewis Enoh,Cameroon  Portugal,CF
5.0,36.0,6.0,2859.0,7.0,32.0,3.0,2657.0,0.0,7.0,0.0,331.0,0.0,14.0,0.0,670.0,6.0,35.0,3.0,2593.0,8.0,25.0,7.0,1939.0,29,KV Kortrijk,Jupiler Pro League,right,176.0,Idir Ouali,Algeria  France,W
4.0,31.0,11.0,2535.0,5.0,26.0,7.0,1394.0,13.0,39.0,12.0,3220.0,2.0,30.0,4.0,1420.0,2.0,22.0,4.0,1542.0,6.0,34.0,16.0,2797.0,30,KV Kortrijk,Jupiler Pro League,right,178.0,Teddy Chevalier,France,CF
6.0,41.0,26.0,2828.0,3.0,30.0,11.0,1585.0,0.0,27.0,5.0,1047.0,1.0,35.0,25.0,2964.0,3.0,43.0,16.0,2200.0,1.0,28.0,10.0,1799.0,33,KV Kortrijk,Jupiler Pro League,right,184.0,Jérémy Perbet,France,CF
4.0,27.0,9.0,2425.0,6.0,38.0,11.0,3226.0,3.0,29.0,4.0,1972.0,4.0,39.0,9.0,2813.0,3.0,37.0,4.0,1948.0,0.0,7.0,0.0,101.0,29,KV Kortrijk,Jupiler Pro League,right,195.0,Athanasios Papazoglou,Greece,CF
0.0,6.0,1.0,230.0,0.0,15.0,0.0,784.0,0.0,3.0,0.0,97.0,1.0,7.0,0.0,210.0,0.0,18.0,0.0,624.0,6.0,23.0,1.0,1346.0,21,Royal Excel Mouscron,Jupiler Pro League,right,176.0,Fabrice Olinga,Cameroon,W
0.0,12.0,2.0,579.0,6.0,35.0,9.0,2131.0,8.0,35.0,4.0,1767.0,5.0,40.0,10.0,3225.0,5.0,37.0,8.0,2320.0,3.0,24.0,8.0,1642.0,22,Royal Excel Mouscron,Jupiler Pro League,left,180.0,Dorin Rotariu,Romania,W
,,,,0.0,3.0,2.0,147.0,0.0,6.0,0.0,114.0,1.0,6.0,1.0,471.0,0.0,6.0,0.0,256.0,2.0,27.0,7.0,2098.0,23,Royal Excel Mouscron,Jupiler Pro League,right,188.0,Jonathan Bolingi,DR Congo,CF
,,,,2.0,2.0,1.0,180.0,,,,,1.0,14.0,1.0,921.0,2.0,28.0,8.0,1672.0,6.0,29.0,8.0,2276.0,20,Royal Excel Mouscron,Jupiler Pro League,right,178.0,Taiwo Awoniyi,Nigeria,CF
0.0,8.0,0.0,262.0,,,,,0.0,31.0,14.0,1228.0,0.0,1.0,0.0,10.0,0.0,31.0,13.0,2398.0,0.0,16.0,0.0,750.0,24,Royal Excel Mouscron,Jupiler Pro League,left,189.0,Mario Jelavic,Croatia,CF
,,,,0.0,3.0,1.0,112.0,1.0,17.0,6.0,914.0,0.0,24.0,3.0,1342.0,0.0,11.0,2.0,543.0,0.0,8.0,0.0,205.0,23,Royal Excel Mouscron,Jupiler Pro League,right,180.0,Yanis Mbombo,Belgium  DR Congo,CF
,,,,,,,,,,,,0.0,3.0,1.0,69.0,,,,,0.0,2.0,0.0,73.0,20,Royal Excel Mouscron,Jupiler Pro League,left,188.0,Clément Petit,Belgium,CF
,,,,,,,,,,,,0.0,23.0,3.0,1969.0,6.0,26.0,5.0,2062.0,2.0,29.0,6.0,2436.0,20,KAS Eupen,Jupiler Pro League,left,173.0,Eric Ocansey,Ghana,W
1.0,36.0,4.0,1940.0,3.0,24.0,6.0,1420.0,4.0,32.0,4.0,2070.0,0.0,13.0,1.0,662.0,0.0,9.0,0.0,274.0,0.0,9.0,2.0,442.0,28,KAS Eupen,Jupiler Pro League,right,179.0,Florian Raspentino,France,CF
8.0,39.0,18.0,3210.0,1.0,14.0,1.0,911.0,2.0,42.0,8.0,2779.0,4.0,40.0,20.0,3550.0,6.0,46.0,18.0,4025.0,4.0,25.0,10.0,2180.0,35,KAS Eupen,Jupiler Pro League,right,183.0,Mbaye Leye,Senegal,CF
6.0,42.0,6.0,2065.0,0.0,41.0,22.0,2950.0,1.0,15.0,7.0,1176.0,3.0,35.0,6.0,2104.0,0.0,5.0,0.0,169.0,0.0,10.0,3.0,874.0,26,KAS Eupen,Jupiler Pro League,right,176.0,Mamadou Koné,Cote d'Ivoire,CF
,,,,,,,,,,,,0.0,1.0,1.0,90.0,,,,,0.0,8.0,0.0,164.0,27,KAS Eupen,Jupiler Pro League,right,183.0,Moussa Diallo,Belgium  Senegal,CF
,,,,,,,,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,147.0,0.0,2.0,0.0,35.0,22,KAS Eupen,Jupiler Pro League,,172.0,Damien Mouchamps,Belgium,CF
2.0,28.0,0.0,1916.0,3.0,36.0,3.0,2858.0,10.0,42.0,13.0,2835.0,10.0,44.0,9.0,3245.0,4.0,31.0,7.0,1927.0,10.0,39.0,10.0,2986.0,28,FC Porto,Liga NOS,right,175.0,Yacine Brahimi,Algeria  France,W
4.0,38.0,5.0,1874.0,0.0,19.0,2.0,581.0,5.0,33.0,13.0,2721.0,5.0,39.0,8.0,2541.0,9.0,41.0,6.0,2219.0,5.0,35.0,2.0,1862.0,25,FC Porto,Liga NOS,both,173.0,Jesús Corona,Mexico,W
0.0,28.0,4.0,1382.0,0.0,4.0,0.0,49.0,8.0,32.0,6.0,2123.0,7.0,26.0,8.0,1178.0,7.0,35.0,12.0,2390.0,1.0,17.0,1.0,594.0,26,FC Porto,Liga NOS,left,180.0,Hernâni,Portugal  Cape Verde,W
2.0,30.0,3.0,1340.0,8.0,36.0,16.0,2952.0,4.0,22.0,9.0,1202.0,3.0,42.0,18.0,3066.0,4.0,38.0,19.0,2423.0,6.0,36.0,26.0,2588.0,26,FC Porto,Liga NOS,right,184.0,Vincent Aboubakar,Cameroon,CF
,,,,,,,,0.0,12.0,2.0,387.0,2.0,35.0,14.0,2738.0,4.0,38.0,20.0,3302.0,6.0,26.0,11.0,1115.0,27,FC Porto,Liga NOS,right,187.0,Tiquinho Soares,Brazil,CF
0.0,0.0,0.0,0.0,0.0,19.0,5.0,1633.0,3.0,20.0,10.0,1411.0,3.0,30.0,4.0,1932.0,0.0,16.0,1.0,585.0,7.0,29.0,10.0,1925.0,23,FC Porto,Liga NOS,right,184.0,Gonçalo Paciência,Portugal,CF
,,,,,,,,10.0,42.0,6.0,2518.0,4.0,42.0,7.0,1793.0,13.0,44.0,7.0,3642.0,10.0,38.0,11.0,3048.0,22,Sporting CP,Liga NOS,right,173.0,Gelson Martins,Portugal  Cape Verde,W
0.0,7.0,0.0,212.0,0.0,4.0,0.0,129.0,2.0,37.0,3.0,2195.0,8.0,39.0,6.0,2895.0,6.0,31.0,4.0,1882.0,8.0,20.0,0.0,1041.0,22,Sporting CP,Liga NOS,right,165.0,Daniel Podence,Portugal,W
3.0,33.0,12.0,2360.0,1.0,15.0,5.0,723.0,7.0,36.0,20.0,2506.0,2.0,31.0,10.0,1965.0,7.0,43.0,37.0,3667.0,4.0,36.0,27.0,2867.0,28,Sporting CP,Liga NOS,right,196.0,Bas Dost,Netherlands,CF
2.0,9.0,4.0,383.0,9.0,27.0,20.0,2023.0,5.0,34.0,13.0,1834.0,5.0,25.0,11.0,1650.0,2.0,34.0,21.0,1903.0,2.0,26.0,8.0,1221.0,30,Sporting CP,Liga NOS,both,179.0,Seydou Doumbia,Cote d'Ivoire,CF
,,,,0.0,0.0,0.0,0.0,6.0,30.0,5.0,2139.0,5.0,22.0,2.0,1748.0,7.0,41.0,7.0,2472.0,10.0,29.0,4.0,2196.0,23,SL Benfica,Liga NOS,left,166.0,Franco Cervi,Argentina  Italy,W
,,,,,,,,1.0,18.0,3.0,859.0,5.0,42.0,13.0,2974.0,11.0,40.0,10.0,3553.0,2.0,15.0,0.0,798.0,21,SL Benfica,Liga NOS,right,178.0,Diogo Gonçalves,Portugal,W
11.0,51.0,13.0,4044.0,4.0,22.0,2.0,1117.0,11.0,38.0,13.0,3148.0,0.0,12.0,0.0,362.0,10.0,42.0,9.0,2902.0,5.0,27.0,7.0,2064.0,27,SL Benfica,Liga NOS,right,173.0,Eduardo Salvio,Argentina,W
0.0,47.0,11.0,3701.0,3.0,32.0,8.0,2318.0,6.0,43.0,5.0,3359.0,8.0,50.0,12.0,3770.0,6.0,33.0,2.0,1805.0,3.0,18.0,1.0,965.0,24,SL Benfica,Liga NOS,right,171.0,Rafa Silva,Portugal,W
